sales,date,region
" $2,185.00 ",4/15/2021,north
" $2,275.00 ",4/15/2021,south
" $2,050.00 ",4/15/2021,east
" $2,320.00 ",4/15/2021,west
" $2,335.00 ",4/16/2021,north
" $2,415.00 ",4/16/2021,south
" $2,115.00 ",4/16/2021,east
" $2,380.00 ",4/16/2021,west
" $2,375.00 ",4/17/2021,north
" $2,250.00 ",4/17/2021,south
" $2,415.00 ",4/17/2021,east
" $2,395.00 ",4/17/2021,west
" $2,005.00 ",4/18/2021,north
" $2,215.00 ",4/18/2021,south
" $2,405.00 ",4/18/2021,east
" $2,265.00 ",4/18/2021,west
" $2,160.00 ",4/19/2021,north
" $2,115.00 ",4/19/2021,south
" $2,175.00 ",4/19/2021,east
" $2,420.00 ",4/19/2021,west
" $2,290.00 ",4/20/2021,north
" $2,115.00 ",4/20/2021,south
" $2,110.00 ",4/20/2021,east
" $2,395.00 ",4/20/2021,west
" $2,400.00 ",4/21/2021,north
" $2,195.00 ",4/21/2021,south
" $2,095.00 ",4/21/2021,east
" $2,330.00 ",4/21/2021,west
" $2,235.00 ",4/22/2021,north
" $2,195.00 ",4/22/2021,south
" $2,480.00 ",4/22/2021,east
" $2,270.00 ",4/22/2021,west
" $2,280.00 ",4/23/2021,north
" $2,065.00 ",4/23/2021,south
" $2,065.00 ",4/23/2021,east
" $2,260.00 ",4/23/2021,west
" $2,440.00 ",4/24/2021,north
" $2,130.00 ",4/24/2021,south
" $2,345.00 ",4/24/2021,east
" $2,020.00 ",4/24/2021,west
" $2,275.00 ",4/25/2021,north
" $2,375.00 ",4/25/2021,south
" $2,340.00 ",4/25/2021,east
" $2,300.00 ",4/25/2021,west
" $2,260.00 ",4/26/2021,north
" $2,295.00 ",4/26/2021,south
" $2,295.00 ",4/26/2021,east
" $2,115.00 ",4/26/2021,west
" $2,095.00 ",4/27/2021,north
" $2,010.00 ",4/27/2021,south
" $2,245.00 ",4/27/2021,east
" $2,245.00 ",4/27/2021,west
" $2,385.00 ",4/28/2021,north
" $2,230.00 ",4/28/2021,south
" $2,285.00 ",4/28/2021,east
" $2,115.00 ",4/28/2021,west
" $2,150.00 ",4/29/2021,north
" $2,065.00 ",4/29/2021,south
" $2,110.00 ",4/29/2021,east
" $2,175.00 ",4/29/2021,west
" $2,320.00 ",4/30/2021,north
" $2,435.00 ",4/30/2021,south
" $2,050.00 ",4/30/2021,east
" $2,165.00 ",4/30/2021,west
" $2,460.00 ",5/1/2021,north
" $2,165.00 ",5/1/2021,south
" $2,110.00 ",5/1/2021,east
" $2,320.00 ",5/1/2021,west
" $2,305.00 ",5/2/2021,north
" $2,145.00 ",5/2/2021,south
" $2,460.00 ",5/2/2021,east
" $2,260.00 ",5/2/2021,west
" $2,355.00 ",5/3/2021,north
" $2,070.00 ",5/3/2021,south
" $2,455.00 ",5/3/2021,east
" $2,090.00 ",5/3/2021,west
" $2,270.00 ",5/4/2021,north
" $2,425.00 ",5/4/2021,south
" $2,415.00 ",5/4/2021,east
" $2,065.00 ",5/4/2021,west
" $2,315.00 ",5/5/2021,north
" $2,120.00 ",5/5/2021,south
" $2,330.00 ",5/5/2021,east
" $2,295.00 ",5/5/2021,west
" $2,120.00 ",5/6/2021,north
" $2,050.00 ",5/6/2021,south
" $2,140.00 ",5/6/2021,east
" $2,230.00 ",5/6/2021,west
" $2,090.00 ",5/7/2021,north
" $2,335.00 ",5/7/2021,south
" $2,125.00 ",5/7/2021,east
" $2,380.00 ",5/7/2021,west
" $2,090.00 ",5/8/2021,north
" $2,490.00 ",5/8/2021,south
" $2,200.00 ",5/8/2021,east
" $2,045.00 ",5/8/2021,west
" $2,140.00 ",5/9/2021,north
" $2,115.00 ",5/9/2021,south
" $2,045.00 ",5/9/2021,east
" $2,385.00 ",5/9/2021,west
" $2,250.00 ",5/10/2021,north
" $2,325.00 ",5/10/2021,south
" $2,325.00 ",5/10/2021,east
" $2,400.00 ",5/10/2021,west
" $2,120.00 ",5/11/2021,north
" $2,165.00 ",5/11/2021,south
" $2,175.00 ",5/11/2021,east
" $2,190.00 ",5/11/2021,west
" $2,155.00 ",5/12/2021,north
" $2,325.00 ",5/12/2021,south
" $2,025.00 ",5/12/2021,east
" $2,455.00 ",5/12/2021,west
" $2,330.00 ",5/13/2021,north
" $2,210.00 ",5/13/2021,south
" $2,010.00 ",5/13/2021,east
" $2,320.00 ",5/13/2021,west
" $2,135.00 ",5/14/2021,north
" $2,500.00 ",5/14/2021,south
" $2,140.00 ",5/14/2021,east
" $2,190.00 ",5/14/2021,west
" $2,240.00 ",5/15/2021,north
" $2,180.00 ",5/15/2021,south
" $2,020.00 ",5/15/2021,east
" $2,390.00 ",5/15/2021,west
" $2,375.00 ",5/16/2021,north
" $2,050.00 ",5/16/2021,south
" $2,080.00 ",5/16/2021,east
" $2,055.00 ",5/16/2021,west
" $2,020.00 ",5/17/2021,north
" $2,470.00 ",5/17/2021,south
" $2,220.00 ",5/17/2021,east
" $2,255.00 ",5/17/2021,west
" $2,185.00 ",5/18/2021,north
" $2,455.00 ",5/18/2021,south
" $2,270.00 ",5/18/2021,east
" $2,415.00 ",5/18/2021,west
" $2,400.00 ",5/19/2021,north
" $2,300.00 ",5/19/2021,south
" $2,175.00 ",5/19/2021,east
" $2,020.00 ",5/19/2021,west
" $2,195.00 ",5/20/2021,north
" $2,050.00 ",5/20/2021,south
" $2,055.00 ",5/20/2021,east
" $2,300.00 ",5/20/2021,west
" $2,480.00 ",5/21/2021,north
" $2,240.00 ",5/21/2021,south
" $2,025.00 ",5/21/2021,east
" $2,480.00 ",5/21/2021,west
" $2,430.00 ",5/22/2021,north
" $2,100.00 ",5/22/2021,south
" $2,420.00 ",5/22/2021,east
" $2,410.00 ",5/22/2021,west
" $2,155.00 ",5/23/2021,north
" $2,345.00 ",5/23/2021,south
" $2,045.00 ",5/23/2021,east
" $2,240.00 ",5/23/2021,west
" $2,390.00 ",5/24/2021,north
" $2,210.00 ",5/24/2021,south
" $2,105.00 ",5/24/2021,east
" $2,075.00 ",5/24/2021,west
" $2,020.00 ",5/25/2021,north
" $2,105.00 ",5/25/2021,south
" $2,295.00 ",5/25/2021,east
" $2,005.00 ",5/25/2021,west
" $2,475.00 ",5/26/2021,north
" $2,210.00 ",5/26/2021,south
" $2,040.00 ",5/26/2021,east
" $2,085.00 ",5/26/2021,west
" $2,080.00 ",5/27/2021,north
" $2,260.00 ",5/27/2021,south
" $2,345.00 ",5/27/2021,east
" $2,160.00 ",5/27/2021,west
" $2,205.00 ",5/28/2021,north
" $2,055.00 ",5/28/2021,south
" $2,280.00 ",5/28/2021,east
" $2,205.00 ",5/28/2021,west
" $2,150.00 ",5/29/2021,north
" $2,450.00 ",5/29/2021,south
" $2,005.00 ",5/29/2021,east
" $2,115.00 ",5/29/2021,west
" $2,380.00 ",5/30/2021,north
" $2,225.00 ",5/30/2021,south
" $2,485.00 ",5/30/2021,east
" $2,310.00 ",5/30/2021,west
" $2,395.00 ",5/31/2021,north
" $2,095.00 ",5/31/2021,south
" $2,220.00 ",5/31/2021,east
" $2,130.00 ",5/31/2021,west
" $2,140.00 ",6/1/2021,north
" $2,450.00 ",6/1/2021,south
" $2,055.00 ",6/1/2021,east
" $2,215.00 ",6/1/2021,west
" $2,015.00 ",6/2/2021,north
" $2,350.00 ",6/2/2021,south
" $2,005.00 ",6/2/2021,east
" $2,015.00 ",6/2/2021,west
" $2,375.00 ",6/3/2021,north
" $2,025.00 ",6/3/2021,south
" $2,375.00 ",6/3/2021,east
" $2,300.00 ",6/3/2021,west
" $2,405.00 ",6/4/2021,north
" $2,135.00 ",6/4/2021,south
" $2,315.00 ",6/4/2021,east
" $2,300.00 ",6/4/2021,west
" $2,425.00 ",6/5/2021,north
" $2,400.00 ",6/5/2021,south
" $2,245.00 ",6/5/2021,east
" $2,085.00 ",6/5/2021,west
" $2,020.00 ",6/6/2021,north
" $2,190.00 ",6/6/2021,south
" $2,450.00 ",6/6/2021,east
" $2,245.00 ",6/6/2021,west
" $2,390.00 ",6/7/2021,north
" $2,020.00 ",6/7/2021,south
" $2,360.00 ",6/7/2021,east
" $2,070.00 ",6/7/2021,west
" $2,290.00 ",6/8/2021,north
" $2,035.00 ",6/8/2021,south
" $2,450.00 ",6/8/2021,east
" $2,120.00 ",6/8/2021,west
" $2,480.00 ",6/9/2021,north
" $2,500.00 ",6/9/2021,south
" $2,365.00 ",6/9/2021,east
" $2,330.00 ",6/9/2021,west
" $2,280.00 ",6/10/2021,north
" $2,015.00 ",6/10/2021,south
" $2,500.00 ",6/10/2021,east
" $2,405.00 ",6/10/2021,west
" $2,385.00 ",6/11/2021,north
" $2,090.00 ",6/11/2021,south
" $2,300.00 ",6/11/2021,east
" $2,350.00 ",6/11/2021,west
" $2,095.00 ",6/12/2021,north
" $2,375.00 ",6/12/2021,south
" $2,270.00 ",6/12/2021,east
" $2,365.00 ",6/12/2021,west
" $2,205.00 ",6/13/2021,north
" $2,260.00 ",6/13/2021,south
" $2,135.00 ",6/13/2021,east
" $2,280.00 ",6/13/2021,west
" $2,485.00 ",6/14/2021,north
" $2,025.00 ",6/14/2021,south
" $2,460.00 ",6/14/2021,east
" $2,285.00 ",6/14/2021,west
" $2,090.00 ",6/15/2021,north
" $2,075.00 ",6/15/2021,south
" $2,125.00 ",6/15/2021,east
" $2,085.00 ",6/15/2021,west
" $2,410.00 ",6/16/2021,north
" $2,265.00 ",6/16/2021,south
" $2,145.00 ",6/16/2021,east
" $2,320.00 ",6/16/2021,west
" $2,260.00 ",6/17/2021,north
" $2,460.00 ",6/17/2021,south
" $2,060.00 ",6/17/2021,east
" $2,120.00 ",6/17/2021,west
" $2,325.00 ",6/18/2021,north
" $2,275.00 ",6/18/2021,south
" $2,285.00 ",6/18/2021,east
" $2,150.00 ",6/18/2021,west
" $2,160.00 ",6/19/2021,north
" $2,020.00 ",6/19/2021,south
" $2,430.00 ",6/19/2021,east
" $2,025.00 ",6/19/2021,west
" $2,280.00 ",6/20/2021,north
" $2,425.00 ",6/20/2021,south
" $2,230.00 ",6/20/2021,east
" $2,160.00 ",6/20/2021,west
" $2,360.00 ",6/21/2021,north
" $2,305.00 ",6/21/2021,south
" $2,105.00 ",6/21/2021,east
" $2,290.00 ",6/21/2021,west
" $2,280.00 ",6/22/2021,north
" $2,010.00 ",6/22/2021,south
" $2,095.00 ",6/22/2021,east
" $2,270.00 ",6/22/2021,west
" $2,080.00 ",6/23/2021,north
" $2,345.00 ",6/23/2021,south
" $2,240.00 ",6/23/2021,east
" $2,425.00 ",6/23/2021,west
" $2,390.00 ",6/24/2021,north
" $2,155.00 ",6/24/2021,south
" $2,060.00 ",6/24/2021,east
" $2,055.00 ",6/24/2021,west
" $2,140.00 ",6/25/2021,north
" $2,340.00 ",6/25/2021,south
" $2,030.00 ",6/25/2021,east
" $2,310.00 ",6/25/2021,west
" $2,065.00 ",6/26/2021,north
" $2,330.00 ",6/26/2021,south
" $2,145.00 ",6/26/2021,east
" $2,050.00 ",6/26/2021,west
" $2,095.00 ",6/27/2021,north
" $2,460.00 ",6/27/2021,south
" $2,195.00 ",6/27/2021,east
" $2,020.00 ",6/27/2021,west
" $2,185.00 ",6/28/2021,north
" $2,190.00 ",6/28/2021,south
" $2,050.00 ",6/28/2021,east
" $2,045.00 ",6/28/2021,west
" $2,155.00 ",6/29/2021,north
" $2,135.00 ",6/29/2021,south
" $2,280.00 ",6/29/2021,east
" $2,485.00 ",6/29/2021,west
" $2,040.00 ",6/30/2021,north
" $2,130.00 ",6/30/2021,south
" $2,490.00 ",6/30/2021,east
" $2,160.00 ",6/30/2021,west
" $2,065.00 ",7/1/2021,north
" $2,355.00 ",7/1/2021,south
" $2,205.00 ",7/1/2021,east
" $2,265.00 ",7/1/2021,west
" $2,005.00 ",7/2/2021,north
" $2,450.00 ",7/2/2021,south
" $2,500.00 ",7/2/2021,east
" $2,445.00 ",7/2/2021,west
" $2,460.00 ",7/3/2021,north
" $2,060.00 ",7/3/2021,south
" $2,090.00 ",7/3/2021,east
" $2,415.00 ",7/3/2021,west
" $2,395.00 ",7/4/2021,north
" $2,370.00 ",7/4/2021,south
" $2,110.00 ",7/4/2021,east
" $2,395.00 ",7/4/2021,west
" $2,205.00 ",7/5/2021,north
" $2,245.00 ",7/5/2021,south
" $2,330.00 ",7/5/2021,east
" $2,010.00 ",7/5/2021,west
" $2,430.00 ",7/6/2021,north
" $2,125.00 ",7/6/2021,south
" $2,235.00 ",7/6/2021,east
" $2,175.00 ",7/6/2021,west
" $2,460.00 ",7/7/2021,north
" $2,500.00 ",7/7/2021,south
" $2,315.00 ",7/7/2021,east
" $2,120.00 ",7/7/2021,west
" $2,040.00 ",7/8/2021,north
" $2,425.00 ",7/8/2021,south
" $2,375.00 ",7/8/2021,east
" $2,080.00 ",7/8/2021,west
" $2,105.00 ",7/9/2021,north
" $2,240.00 ",7/9/2021,south
" $2,015.00 ",7/9/2021,east
" $2,170.00 ",7/9/2021,west
" $2,195.00 ",7/10/2021,north
" $2,440.00 ",7/10/2021,south
" $2,040.00 ",7/10/2021,east
" $2,260.00 ",7/10/2021,west
" $2,170.00 ",7/11/2021,north
" $2,200.00 ",7/11/2021,south
" $2,260.00 ",7/11/2021,east
" $2,395.00 ",7/11/2021,west
" $2,010.00 ",7/12/2021,north
" $2,005.00 ",7/12/2021,south
" $2,250.00 ",7/12/2021,east
" $2,010.00 ",7/12/2021,west
" $2,145.00 ",7/13/2021,north
" $2,105.00 ",7/13/2021,south
" $2,265.00 ",7/13/2021,east
" $2,020.00 ",7/13/2021,west
" $2,295.00 ",7/14/2021,north
" $2,330.00 ",7/14/2021,south
" $2,280.00 ",7/14/2021,east
" $2,045.00 ",7/14/2021,west
" $2,375.00 ",7/15/2021,north
" $2,370.00 ",7/15/2021,south
" $2,255.00 ",7/15/2021,east
" $2,305.00 ",7/15/2021,west
" $2,440.00 ",7/16/2021,north
" $2,020.00 ",7/16/2021,south
" $2,035.00 ",7/16/2021,east
" $2,155.00 ",7/16/2021,west
" $2,145.00 ",7/17/2021,north
" $2,080.00 ",7/17/2021,south
" $2,345.00 ",7/17/2021,east
" $2,230.00 ",7/17/2021,west
" $2,375.00 ",7/18/2021,north
" $2,165.00 ",7/18/2021,south
" $2,175.00 ",7/18/2021,east
" $2,385.00 ",7/18/2021,west
" $2,295.00 ",7/19/2021,north
" $2,170.00 ",7/19/2021,south
" $2,040.00 ",7/19/2021,east
" $2,205.00 ",7/19/2021,west
" $2,435.00 ",7/20/2021,north
" $2,380.00 ",7/20/2021,south
" $2,445.00 ",7/20/2021,east
" $2,390.00 ",7/20/2021,west
" $2,115.00 ",7/21/2021,north
" $2,275.00 ",7/21/2021,south
" $2,200.00 ",7/21/2021,east
" $2,305.00 ",7/21/2021,west
" $2,280.00 ",7/22/2021,north
" $2,140.00 ",7/22/2021,south
" $2,205.00 ",7/22/2021,east
" $2,450.00 ",7/22/2021,west
" $2,060.00 ",7/23/2021,north
" $2,200.00 ",7/23/2021,south
" $2,390.00 ",7/23/2021,east
" $2,075.00 ",7/23/2021,west
" $2,015.00 ",7/24/2021,north
" $2,235.00 ",7/24/2021,south
" $2,360.00 ",7/24/2021,east
" $2,125.00 ",7/24/2021,west
" $2,235.00 ",7/25/2021,north
" $2,450.00 ",7/25/2021,south
" $2,155.00 ",7/25/2021,east
" $2,280.00 ",7/25/2021,west
" $2,285.00 ",7/26/2021,north
" $2,395.00 ",7/26/2021,south
" $2,360.00 ",7/26/2021,east
" $2,290.00 ",7/26/2021,west
" $2,440.00 ",7/27/2021,north
" $2,315.00 ",7/27/2021,south
" $2,080.00 ",7/27/2021,east
" $2,450.00 ",7/27/2021,west
" $2,165.00 ",7/28/2021,north
" $2,385.00 ",7/28/2021,south
" $2,010.00 ",7/28/2021,east
" $2,425.00 ",7/28/2021,west
" $2,125.00 ",7/29/2021,north
" $2,125.00 ",7/29/2021,south
" $2,235.00 ",7/29/2021,east
" $2,360.00 ",7/29/2021,west
" $2,005.00 ",7/30/2021,north
" $2,200.00 ",7/30/2021,south
" $2,155.00 ",7/30/2021,east
" $2,245.00 ",7/30/2021,west
" $2,220.00 ",7/31/2021,north
" $2,225.00 ",7/31/2021,south
" $2,150.00 ",7/31/2021,east
" $2,145.00 ",7/31/2021,west
" $2,070.00 ",8/1/2021,north
" $2,265.00 ",8/1/2021,south
" $2,055.00 ",8/1/2021,east
" $2,165.00 ",8/1/2021,west
" $2,280.00 ",8/2/2021,north
" $2,275.00 ",8/2/2021,south
" $2,200.00 ",8/2/2021,east
" $2,490.00 ",8/2/2021,west
" $2,350.00 ",8/3/2021,north
" $2,075.00 ",8/3/2021,south
" $2,250.00 ",8/3/2021,east
" $2,315.00 ",8/3/2021,west
" $2,480.00 ",8/4/2021,north
" $2,070.00 ",8/4/2021,south
" $2,450.00 ",8/4/2021,east
" $2,010.00 ",8/4/2021,west
" $2,420.00 ",8/5/2021,north
" $2,215.00 ",8/5/2021,south
" $2,130.00 ",8/5/2021,east
" $2,065.00 ",8/5/2021,west
" $2,060.00 ",8/6/2021,north
" $2,050.00 ",8/6/2021,south
" $2,470.00 ",8/6/2021,east
" $2,295.00 ",8/6/2021,west
" $2,230.00 ",8/7/2021,north
" $2,030.00 ",8/7/2021,south
" $2,310.00 ",8/7/2021,east
" $2,415.00 ",8/7/2021,west
" $2,480.00 ",8/8/2021,north
" $2,230.00 ",8/8/2021,south
" $2,360.00 ",8/8/2021,east
" $2,400.00 ",8/8/2021,west
" $2,165.00 ",8/9/2021,north
" $2,385.00 ",8/9/2021,south
" $2,240.00 ",8/9/2021,east
" $2,060.00 ",8/9/2021,west
" $2,295.00 ",8/10/2021,north
" $2,180.00 ",8/10/2021,south
" $2,075.00 ",8/10/2021,east
" $2,375.00 ",8/10/2021,west
" $2,250.00 ",8/11/2021,north
" $2,250.00 ",8/11/2021,south
" $2,345.00 ",8/11/2021,east
" $2,080.00 ",8/11/2021,west
" $2,495.00 ",8/12/2021,north
" $2,100.00 ",8/12/2021,south
" $2,430.00 ",8/12/2021,east
" $2,070.00 ",8/12/2021,west
" $2,285.00 ",8/13/2021,north
" $2,235.00 ",8/13/2021,south
" $2,480.00 ",8/13/2021,east
" $2,425.00 ",8/13/2021,west
" $2,095.00 ",8/14/2021,north
" $2,135.00 ",8/14/2021,south
" $2,330.00 ",8/14/2021,east
" $2,020.00 ",8/14/2021,west
" $2,060.00 ",8/15/2021,north
" $2,140.00 ",8/15/2021,south
" $2,470.00 ",8/15/2021,east
" $2,485.00 ",8/15/2021,west
" $2,040.00 ",8/16/2021,north
" $2,155.00 ",8/16/2021,south
" $2,120.00 ",8/16/2021,east
" $2,135.00 ",8/16/2021,west
" $2,395.00 ",8/17/2021,north
" $2,475.00 ",8/17/2021,south
" $2,360.00 ",8/17/2021,east
" $2,175.00 ",8/17/2021,west
" $2,490.00 ",8/18/2021,north
" $2,075.00 ",8/18/2021,south
" $2,325.00 ",8/18/2021,east
" $2,445.00 ",8/18/2021,west
" $2,080.00 ",8/19/2021,north
" $2,370.00 ",8/19/2021,south
" $2,225.00 ",8/19/2021,east
" $2,495.00 ",8/19/2021,west
" $2,160.00 ",8/20/2021,north
" $2,195.00 ",8/20/2021,south
" $2,315.00 ",8/20/2021,east
" $2,170.00 ",8/20/2021,west
" $2,230.00 ",8/21/2021,north
" $2,095.00 ",8/21/2021,south
" $2,050.00 ",8/21/2021,east
" $2,490.00 ",8/21/2021,west
" $2,095.00 ",8/22/2021,north
" $2,180.00 ",8/22/2021,south
" $2,075.00 ",8/22/2021,east
" $2,475.00 ",8/22/2021,west
" $2,020.00 ",8/23/2021,north
" $2,000.00 ",8/23/2021,south
" $2,210.00 ",8/23/2021,east
" $2,155.00 ",8/23/2021,west
" $2,215.00 ",8/24/2021,north
" $2,475.00 ",8/24/2021,south
" $2,265.00 ",8/24/2021,east
" $2,030.00 ",8/24/2021,west
" $2,020.00 ",8/25/2021,north
" $2,240.00 ",8/25/2021,south
" $2,000.00 ",8/25/2021,east
" $2,150.00 ",8/25/2021,west
" $2,370.00 ",8/26/2021,north
" $2,180.00 ",8/26/2021,south
" $2,470.00 ",8/26/2021,east
" $2,150.00 ",8/26/2021,west
" $2,170.00 ",8/27/2021,north
" $2,260.00 ",8/27/2021,south
" $2,140.00 ",8/27/2021,east
" $2,045.00 ",8/27/2021,west
" $2,490.00 ",8/28/2021,north
" $2,320.00 ",8/28/2021,south
" $2,230.00 ",8/28/2021,east
" $2,440.00 ",8/28/2021,west
" $2,185.00 ",8/29/2021,north
" $2,350.00 ",8/29/2021,south
" $2,445.00 ",8/29/2021,east
" $2,365.00 ",8/29/2021,west
" $2,065.00 ",8/30/2021,north
" $2,015.00 ",8/30/2021,south
" $2,160.00 ",8/30/2021,east
" $2,300.00 ",8/30/2021,west
" $2,045.00 ",8/31/2021,north
" $2,440.00 ",8/31/2021,south
" $2,165.00 ",8/31/2021,east
" $2,180.00 ",8/31/2021,west
" $2,330.00 ",9/1/2021,north
" $2,240.00 ",9/1/2021,south
" $2,120.00 ",9/1/2021,east
" $2,495.00 ",9/1/2021,west
" $2,080.00 ",9/2/2021,north
" $2,415.00 ",9/2/2021,south
" $2,085.00 ",9/2/2021,east
" $2,400.00 ",9/2/2021,west
" $2,255.00 ",9/3/2021,north
" $2,245.00 ",9/3/2021,south
" $2,020.00 ",9/3/2021,east
" $2,270.00 ",9/3/2021,west
" $2,395.00 ",9/4/2021,north
" $2,165.00 ",9/4/2021,south
" $2,020.00 ",9/4/2021,east
" $2,135.00 ",9/4/2021,west
" $2,330.00 ",9/5/2021,north
" $2,290.00 ",9/5/2021,south
" $2,045.00 ",9/5/2021,east
" $2,255.00 ",9/5/2021,west
" $2,345.00 ",9/6/2021,north
" $2,185.00 ",9/6/2021,south
" $2,335.00 ",9/6/2021,east
" $2,300.00 ",9/6/2021,west
" $2,040.00 ",9/7/2021,north
" $2,055.00 ",9/7/2021,south
" $2,270.00 ",9/7/2021,east
" $2,335.00 ",9/7/2021,west
" $2,425.00 ",9/8/2021,north
" $2,445.00 ",9/8/2021,south
" $2,480.00 ",9/8/2021,east
" $2,480.00 ",9/8/2021,west
" $2,000.00 ",9/9/2021,north
" $2,075.00 ",9/9/2021,south
" $2,345.00 ",9/9/2021,east
" $2,245.00 ",9/9/2021,west
" $2,070.00 ",9/10/2021,north
" $2,365.00 ",9/10/2021,south
" $2,015.00 ",9/10/2021,east
" $2,375.00 ",9/10/2021,west
" $2,270.00 ",9/11/2021,north
" $2,015.00 ",9/11/2021,south
" $2,000.00 ",9/11/2021,east
" $2,295.00 ",9/11/2021,west
" $2,435.00 ",9/12/2021,north
" $2,485.00 ",9/12/2021,south
" $2,450.00 ",9/12/2021,east
" $2,205.00 ",9/12/2021,west
" $2,415.00 ",9/13/2021,north
" $2,440.00 ",9/13/2021,south
" $2,490.00 ",9/13/2021,east
" $2,415.00 ",9/13/2021,west
" $2,260.00 ",9/14/2021,north
" $2,385.00 ",9/14/2021,south
" $2,280.00 ",9/14/2021,east
" $2,210.00 ",9/14/2021,west
" $2,070.00 ",9/15/2021,north
" $2,105.00 ",9/15/2021,south
" $2,425.00 ",9/15/2021,east
" $2,265.00 ",9/15/2021,west
" $2,190.00 ",9/16/2021,north
" $2,110.00 ",9/16/2021,south
" $2,115.00 ",9/16/2021,east
" $2,455.00 ",9/16/2021,west
" $2,270.00 ",9/17/2021,north
" $2,350.00 ",9/17/2021,south
" $2,365.00 ",9/17/2021,east
" $2,270.00 ",9/17/2021,west
" $2,200.00 ",9/18/2021,north
" $2,500.00 ",9/18/2021,south
" $2,425.00 ",9/18/2021,east
" $2,290.00 ",9/18/2021,west
" $2,460.00 ",9/19/2021,north
" $2,185.00 ",9/19/2021,south
" $2,390.00 ",9/19/2021,east
" $2,175.00 ",9/19/2021,west
" $2,480.00 ",9/20/2021,north
" $2,385.00 ",9/20/2021,south
" $2,150.00 ",9/20/2021,east
" $2,225.00 ",9/20/2021,west
" $2,395.00 ",9/21/2021,north
" $2,395.00 ",9/21/2021,south
" $2,445.00 ",9/21/2021,east
" $2,295.00 ",9/21/2021,west
" $2,285.00 ",9/22/2021,north
" $2,095.00 ",9/22/2021,south
" $2,310.00 ",9/22/2021,east
" $2,120.00 ",9/22/2021,west
" $2,075.00 ",9/23/2021,north
" $2,390.00 ",9/23/2021,south
" $2,485.00 ",9/23/2021,east
" $2,475.00 ",9/23/2021,west
" $2,225.00 ",9/24/2021,north
" $2,325.00 ",9/24/2021,south
" $2,195.00 ",9/24/2021,east
" $2,410.00 ",9/24/2021,west
" $2,285.00 ",9/25/2021,north
" $2,000.00 ",9/25/2021,south
" $2,345.00 ",9/25/2021,east
" $2,400.00 ",9/25/2021,west
" $2,260.00 ",9/26/2021,north
" $2,300.00 ",9/26/2021,south
" $2,150.00 ",9/26/2021,east
" $2,200.00 ",9/26/2021,west
" $2,140.00 ",9/27/2021,north
" $2,365.00 ",9/27/2021,south
" $2,090.00 ",9/27/2021,east
" $2,115.00 ",9/27/2021,west
" $2,070.00 ",9/28/2021,north
" $2,085.00 ",9/28/2021,south
" $2,435.00 ",9/28/2021,east
" $2,115.00 ",9/28/2021,west
" $2,340.00 ",9/29/2021,north
" $2,225.00 ",9/29/2021,south
" $2,140.00 ",9/29/2021,east
" $2,240.00 ",9/29/2021,west
" $2,000.00 ",9/30/2021,north
" $2,175.00 ",9/30/2021,south
" $2,020.00 ",9/30/2021,east
" $2,425.00 ",9/30/2021,west
" $2,350.00 ",10/1/2021,north
" $2,215.00 ",10/1/2021,south
" $2,345.00 ",10/1/2021,east
" $2,360.00 ",10/1/2021,west
" $2,370.00 ",10/2/2021,north
" $2,180.00 ",10/2/2021,south
" $2,000.00 ",10/2/2021,east
" $2,235.00 ",10/2/2021,west
" $2,055.00 ",10/3/2021,north
" $2,265.00 ",10/3/2021,south
" $2,165.00 ",10/3/2021,east
" $2,165.00 ",10/3/2021,west
" $2,135.00 ",10/4/2021,north
" $2,395.00 ",10/4/2021,south
" $2,240.00 ",10/4/2021,east
" $2,295.00 ",10/4/2021,west
" $2,425.00 ",10/5/2021,north
" $2,255.00 ",10/5/2021,south
" $2,145.00 ",10/5/2021,east
" $2,000.00 ",10/5/2021,west
" $2,090.00 ",10/6/2021,north
" $2,390.00 ",10/6/2021,south
" $2,120.00 ",10/6/2021,east
" $2,405.00 ",10/6/2021,west
" $2,370.00 ",10/7/2021,north
" $2,080.00 ",10/7/2021,south
" $2,160.00 ",10/7/2021,east
" $2,270.00 ",10/7/2021,west
" $2,455.00 ",10/8/2021,north
" $2,360.00 ",10/8/2021,south
" $2,085.00 ",10/8/2021,east
" $2,045.00 ",10/8/2021,west
" $2,260.00 ",10/9/2021,north
" $2,300.00 ",10/9/2021,south
" $2,065.00 ",10/9/2021,east
" $2,025.00 ",10/9/2021,west
" $2,400.00 ",10/10/2021,north
" $2,255.00 ",10/10/2021,south
" $2,335.00 ",10/10/2021,east
" $2,460.00 ",10/10/2021,west
" $2,120.00 ",10/11/2021,north
" $2,230.00 ",10/11/2021,south
" $2,195.00 ",10/11/2021,east
" $2,205.00 ",10/11/2021,west
" $2,105.00 ",10/12/2021,north
" $2,105.00 ",10/12/2021,south
" $2,065.00 ",10/12/2021,east
" $2,005.00 ",10/12/2021,west
" $2,205.00 ",10/13/2021,north
" $2,495.00 ",10/13/2021,south
" $2,125.00 ",10/13/2021,east
" $2,410.00 ",10/13/2021,west
" $2,320.00 ",10/14/2021,north
" $2,010.00 ",10/14/2021,south
" $2,330.00 ",10/14/2021,east
" $2,275.00 ",10/14/2021,west
" $2,305.00 ",10/15/2021,north
" $2,425.00 ",10/15/2021,south
" $2,310.00 ",10/15/2021,east
" $2,090.00 ",10/15/2021,west
